subject_id,sweep_type,metric_type,model,context_length,horizon,rr_context_beats,rr_horizon_beats,step_index,rmse,mae,true_sdnn,pred_sdnn,sdnn_ratio,sdnn_deficit,true_rmssd,pred_rmssd,rmssd_ratio,rmssd_deficit,count
19093,waveform_context,rr,TimesFM,2048,256,2048,256,0,52.937957763671875,25.339496612548828,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,1,49.96337890625,24.536623001098633,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,2,50.05829620361328,25.57183074951172,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,3,49.1512336730957,24.809566497802734,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,4,50.98460006713867,26.289623260498047,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,5,48.06669235229492,25.32744789123535,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,6,48.511207580566406,25.79439926147461,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,7,49.7909049987793,26.486709594726562,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,8,51.126060485839844,27.1133975982666,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,9,49.40713119506836,26.416934967041016,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,10,48.24633026123047,26.2835693359375,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,11,48.63490295410156,26.663679122924805,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,12,49.9555778503418,27.17581558227539,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,13,49.91478729248047,27.20415496826172,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,14,49.0500373840332,26.57469367980957,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,15,49.95567321777344,27.167957305908203,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,16,52.12474822998047,28.319683074951172,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,17,53.1507568359375,29.664661407470703,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,18,50.19404602050781,28.426366806030273,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,19,50.19664764404297,28.274368286132812,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,20,50.58760070800781,28.710800170898438,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,21,49.528663635253906,29.3349609375,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,22,49.802955627441406,28.676069259643555,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,23,49.79087448120117,28.76364517211914,NA,NA,NA,NA,NA,NA,NA,NA,64
19093,waveform_context,rr,TimesFM,2048,256,2048,256,24,49.03534698486328,28.598831176757812,NA,NA,NA,NA,NA,NA,NA,NA,64
