subject_id,sweep_type,metric_type,model,context_length,horizon,rr_context_beats,rr_horizon_beats,step_index,rmse,mae,true_sdnn,pred_sdnn,sdnn_ratio,sdnn_deficit,true_rmssd,pred_rmssd,rmssd_ratio,rmssd_deficit,count
19140,waveform_context,rr,TimesFM,2048,256,2048,256,0,48.098812103271484,26.156461715698242,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,1,47.68819046020508,26.737489700317383,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,2,44.34719467163086,25.819929122924805,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,3,46.79033279418945,26.93395233154297,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,4,49.30792236328125,28.722444534301758,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,5,48.9220085144043,29.15491485595703,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,6,45.38182830810547,26.58292007446289,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,7,44.347896575927734,26.13919448852539,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,8,47.36972427368164,27.912017822265625,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,9,47.38228988647461,28.051956176757812,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,10,44.842796325683594,26.456497192382812,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,11,43.48896026611328,26.207056045532227,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,12,45.91667175292969,27.467445373535156,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,13,46.4256477355957,27.821979522705078,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,14,44.47003173828125,26.82797622680664,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,15,42.95222854614258,26.03997230529785,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,16,43.93341064453125,26.342453002929688,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,17,44.56499481201172,27.50352668762207,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,18,43.51847457885742,26.808019638061523,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,19,42.98237991333008,26.084535598754883,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,20,44.624263763427734,27.790679931640625,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,21,48.62237548828125,30.209293365478516,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,22,44.61809158325195,27.749141693115234,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,23,43.19099426269531,27.249813079833984,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,24,44.194580078125,27.924419403076172,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,25,45.12824249267578,28.081066131591797,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,26,43.2588005065918,27.614511489868164,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,27,41.23431396484375,26.494949340820312,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,28,40.73228454589844,26.03689956665039,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,29,42.285057067871094,27.298580169677734,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,30,43.69447326660156,27.733917236328125,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,31,44.72218704223633,28.27359962463379,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,32,44.29753494262695,28.42182731628418,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,33,42.254329681396484,27.00250244140625,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,34,43.252685546875,27.521648406982422,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,35,45.31509017944336,29.17209243774414,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,36,44.80756378173828,28.656274795532227,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,37,43.32749557495117,27.821420669555664,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,38,43.86256408691406,28.572141647338867,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,39,45.35468292236328,29.063701629638672,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,40,42.911781311035156,27.886146545410156,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,41,41.484439849853516,27.43898582458496,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,42,40.94309997558594,26.795516967773438,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,43,43.430233001708984,28.445117950439453,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,44,46.51755905151367,30.571237564086914,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,45,51.80490493774414,32.84906768798828,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,46,49.868499755859375,32.049903869628906,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,47,48.56180191040039,32.190956115722656,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,48,44.52644729614258,29.64717674255371,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,49,43.12819290161133,29.134275436401367,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,50,43.750247955322266,29.952125549316406,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,51,42.656890869140625,29.021724700927734,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,52,41.77452087402344,28.815444946289062,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,53,41.82536315917969,29.04169464111328,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,54,42.228153228759766,28.976062774658203,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,55,42.32623291015625,29.327777862548828,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,56,42.82036209106445,29.598628997802734,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,57,41.358734130859375,28.837949752807617,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,58,42.37967300415039,29.469043731689453,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,59,41.927120208740234,29.28257942199707,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,60,43.796852111816406,30.113136291503906,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,61,45.85818099975586,31.58496856689453,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,62,45.423152923583984,31.45380401611328,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,63,45.38166427612305,31.29654884338379,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,64,46.384578704833984,31.954757690429688,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,65,47.004764556884766,32.68596649169922,NA,NA,NA,NA,NA,NA,NA,NA,64
19140,waveform_context,rr,TimesFM,2048,256,2048,256,66,45.51149368286133,31.784748077392578,NA,NA,NA,NA,NA,NA,NA,NA,64
